"_case_","_event_","min_completion_time"
"TOAE","NEW","2015/07/08 21:31:05.000"
"TOBE","NEW","2015/08/08 21:00:08.000"
"BFRD","NEW","2015/05/02 20:01:16.000"
"BGBD","NEW","2015/01/04 00:36:51.000"
"BGED","NEW","2015/02/20 11:40:15.000"
"BGFE","NEW","2015/08/18 21:39:40.000"
"BGJE","NEW","2015/10/10 00:43:38.000"
"BGME","NEW","2015/10/28 12:39:02.000"
"BGPD","NEW","2015/04/16 03:41:30.000"
"BGUD","NEW","2015/06/27 09:48:26.000"
"BGXD","NEW","2015/07/12 23:47:47.000"
"BHED","NEW","2015/02/10 15:05:24.000"
"BHEE","NEW","2015/08/11 13:22:06.000"
"BHPD","NEW","2015/05/18 13:46:58.000"
"BHQD","NEW","2015/04/21 21:55:15.000"
"BHXD","NEW","2015/06/15 21:50:37.000"
"BIDE","NEW","2015/08/29 14:26:44.000"
"BIFD","NEW","2015/01/28 15:20:42.000"
"BIJD","NEW","2015/03/19 20:56:18.000"
"BIKD","NEW","2015/03/31 19:43:56.000"
"BIMD","NEW","2015/04/19 02:10:35.000"
"BIVD","NEW","2015/06/06 03:34:27.000"
"BJDE","NEW","2015/07/27 16:25:40.000"
"BJGD","NEW","2015/03/03 10:40:41.000"
"BJGE","NEW","2015/08/18 10:23:57.000"
"BJHD","NEW","2015/02/09 13:27:17.000"
"BJHE","NEW","2015/09/05 12:10:27.000"
"BJIE","NEW","2015/09/13 14:57:58.000"
"BJOD","NEW","2015/05/05 10:54:36.000"
"BJWD","NEW","2015/06/06 00:24:45.000"
"BJZC","NEW","2015/01/01 11:36:17.000"
"BKAD","NEW","2015/01/12 14:13:38.000"
"BKGD","NEW","2015/02/01 15:55:08.000"
"BKJE","NEW","2015/10/17 16:33:40.000"
"BKLD","NEW","2015/03/22 10:16:50.000"
"BKME","NEW","2015/10/23 13:11:55.000"
"BKSD","NEW","2015/05/18 16:09:30.000"
"BKWD","NEW","2015/06/12 08:56:39.000"
"BLAD","NEW","2015/01/17 16:17:51.000"
"BLCE","NEW","2015/08/24 09:39:32.000"
"BLDD","NEW","2015/02/13 12:15:28.000"
"BLGD","NEW","2015/02/05 21:28:57.000"
"BLGE","NEW","2015/09/14 23:23:47.000"
"BLHE","NEW","2015/09/06 17:46:32.000"
"BLIE","NEW","2015/09/06 16:03:14.000"
"BLLD","NEW","2015/04/06 14:41:02.000"
"BLSD","NEW","2015/06/11 21:57:52.000"
"BLZD","NEW","2015/08/01 23:37:45.000"
"BMBE","NEW","2015/08/08 20:02:25.000"
"BMRD","NEW","2015/05/01 21:21:45.000"
"BMVD","NEW","2015/06/06 21:30:16.000"
"BMYD","NEW","2015/06/27 23:33:13.000"
"BNEE","NEW","2015/08/12 21:38:37.000"
"BNFD","NEW","2015/03/03 13:28:07.000"
"BNYD","NEW","2015/06/19 10:45:00.000"
"BOFD","NEW","2015/02/26 20:03:41.000"
"BOFE","NEW","2015/08/22 08:36:14.000"
"BOKD","NEW","2015/04/03 11:21:25.000"
"BOSD","NEW","2015/06/04 15:33:47.000"
"BPQD","NEW","2015/05/31 08:36:37.000"
"BPRD","NEW","2015/05/09 20:25:52.000"
"BPYC","NEW","2015/01/04 15:21:54.000"
"BQDE","NEW","2015/08/23 20:53:14.000"
"BQFD","NEW","2015/02/02 13:28:45.000"
"BQHE","NEW","2015/09/05 14:15:05.000"
"BQJD","NEW","2015/03/05 11:19:41.000"
"BQKD","NEW","2015/03/15 16:13:36.000"
"BQLE","NEW","2015/10/13 06:14:54.000"
"BQMD","NEW","2015/03/31 15:18:36.000"
"BQNE","NEW","2015/12/12 01:12:46.000"
"BQSD","NEW","2015/05/10 10:38:09.000"
"BQYD","NEW","2015/06/27 01:43:36.000"
"BRGD","NEW","2015/02/28 01:16:05.000"
"BRME","NEW","2015/11/21 19:53:29.000"
"BROD","NEW","2015/04/18 01:17:24.000"
"BRWD","NEW","2015/06/10 15:32:26.000"
"BRZD","NEW","2015/07/22 12:07:11.000"
"BSAE","NEW","2015/07/01 11:10:12.000"
"BSED","NEW","2015/02/17 20:54:30.000"
"BSKE","NEW","2015/10/31 17:35:21.000"
"BSPD","NEW","2015/04/29 08:23:11.000"
"BSQD","NEW","2015/05/03 20:02:31.000"
"BSRD","NEW","2015/05/08 13:32:05.000"
"BTTD","NEW","2015/06/13 16:27:06.000"
"BTUD","NEW","2015/06/30 23:56:58.000"
"BTXD","NEW","2015/06/22 10:53:43.000"
"BUAE","NEW","2015/07/05 22:38:46.000"
"BUDE","NEW","2015/08/04 15:49:07.000"
"BUFD","NEW","2015/03/01 20:17:43.000"
"BUGE","NEW","2015/09/23 09:40:07.000"
"BULE","NEW","2015/10/14 17:40:29.000"
"BUMD","NEW","2015/03/31 20:04:09.000"
"BUVD","NEW","2015/05/27 21:27:28.000"
"BUYD","NEW","2015/06/23 09:19:19.000"
"BVBE","NEW","2015/07/16 23:12:43.000"
"BVCE","NEW","2015/08/23 22:29:10.000"
"BVJD","NEW","2015/04/01 10:45:23.000"
"BVLD","NEW","2015/03/24 07:46:24.000"
"BVWD","NEW","2015/07/09 14:08:47.000"
"BVZD","NEW","2015/07/22 14:19:56.000"
"BWBE","NEW","2015/07/21 11:01:04.000"
"TOFE","NEW","2015/08/18 09:49:15.000"
"TOGD","NEW","2015/02/06 01:49:37.000"
"TOLD","NEW","2015/04/15 08:57:04.000"
"TOME","NEW","2015/10/21 20:46:51.000"
"TOND","NEW","2015/04/09 13:22:55.000"
"TOZC","NEW","2015/01/07 13:01:20.000"
"TPCD","NEW","2015/02/03 23:51:57.000"
"TPFD","NEW","2015/02/25 11:52:43.000"
"TPHD","NEW","2015/02/15 11:19:37.000"
"TPID","NEW","2015/02/15 07:27:54.000"
"TPJE","NEW","2015/09/24 04:56:21.000"
"TPKD","NEW","2015/03/31 18:15:22.000"
"TPOD","NEW","2015/04/10 12:44:40.000"
"TPTD","NEW","2015/06/11 09:19:38.000"
"TPUD","NEW","2015/05/23 10:10:34.000"
"TQGD","NEW","2015/02/03 08:08:32.000"
"TQLD","NEW","2015/03/23 14:34:45.000"
"TQND","NEW","2015/05/03 02:14:49.000"
"TQVD","NEW","2015/06/08 09:42:56.000"
"TQZD","NEW","2015/07/25 09:25:47.000"
"TRDD","NEW","2015/02/10 07:57:30.000"
"TREE","NEW","2015/08/07 12:53:09.000"
"TRGD","NEW","2015/02/03 09:47:14.000"
"TRKE","NEW","2015/10/28 14:21:29.000"
"TRLD","NEW","2015/03/17 20:40:24.000"
"TRND","NEW","2015/04/10 12:37:49.000"
"TRVD","NEW","2015/07/01 11:52:33.000"
"TRZD","NEW","2015/07/04 14:54:21.000"
"TSBD","NEW","2015/01/26 22:29:42.000"
"TSDE","NEW","2015/08/05 12:38:44.000"
"TSFD","NEW","2015/02/24 13:41:11.000"
"TSGE","NEW","2015/09/25 14:00:52.000"
"TSMD","NEW","2015/03/23 14:22:12.000"
"TSSD","NEW","2015/05/20 00:16:12.000"
"TSUD","NEW","2015/06/17 21:12:54.000"
"TSYD","NEW","2015/07/22 19:37:54.000"
"TTEE","NEW","2015/09/05 21:13:31.000"
"TTLD","NEW","2015/03/17 08:24:20.000"
"TTVD","NEW","2015/06/03 20:47:42.000"
"TUHD","NEW","2015/02/18 02:02:56.000"
"TUID","NEW","2015/03/21 14:46:38.000"
"TUOD","NEW","2015/05/13 20:50:55.000"
"TURD","NEW","2015/05/30 10:56:56.000"
"TUWD","NEW","2015/07/08 14:27:24.000"
"TUYD","NEW","2015/06/26 13:57:16.000"
"TVAE","NEW","2015/07/14 17:29:53.000"
"TVGE","NEW","2015/09/25 15:21:49.000"
"TVHD","NEW","2015/03/18 10:39:45.000"
"TVID","NEW","2015/02/19 00:13:54.000"
"TVRD","NEW","2015/05/11 11:03:35.000"
"TVWD","NEW","2015/06/04 18:21:41.000"
"TVYD","NEW","2015/07/19 18:40:29.000"
"TWBE","NEW","2015/07/14 16:36:38.000"
"TWCE","NEW","2015/07/29 04:48:51.000"
"TWFE","NEW","2015/08/13 06:18:11.000"
"TWJD","NEW","2015/02/26 10:21:46.000"
"TWKE","NEW","2015/11/05 19:45:24.000"
"TWLD","NEW","2015/04/16 11:29:50.000"
"TWVD","NEW","2015/06/10 15:15:21.000"
"TXDE","NEW","2015/07/29 09:22:24.000"
"TXGE","NEW","2015/09/22 11:19:10.000"
"TXHD","NEW","2015/03/15 18:35:28.000"
"TXID","NEW","2015/03/20 11:22:44.000"
"TXKD","NEW","2015/04/11 15:56:04.000"
"TXOD","NEW","2015/04/10 12:08:55.000"
"TXQD","NEW","2015/05/04 12:23:49.000"
"TXRD","NEW","2015/05/29 21:52:32.000"
"TXWD","NEW","2015/06/11 10:25:18.000"
"TXYD","NEW","2015/07/20 06:21:16.000"
"TYAD","NEW","2015/01/23 15:06:04.000"
"TYDD","NEW","2015/02/12 03:49:51.000"
"TYFE","NEW","2015/09/21 12:13:44.000"
"TYGD","NEW","2015/02/04 13:56:51.000"
"TYIE","NEW","2015/10/18 03:23:42.000"
"TYKE","NEW","2015/10/11 16:53:40.000"
"TYMD","NEW","2015/03/24 23:02:20.000"
"TYND","NEW","2015/05/10 09:47:19.000"
"TYPD","NEW","2015/05/22 10:09:35.000"
"TYYC","NEW","2015/01/05 15:22:11.000"
"TZBD","NEW","2015/01/03 09:31:52.000"
"TZCD","NEW","2015/01/12 10:20:49.000"
"TZDE","NEW","2015/08/31 21:33:45.000"
"TZFD","NEW","2015/03/05 13:55:41.000"
"TZGE","NEW","2015/09/21 04:16:23.000"
"TZLE","NEW","2015/10/17 16:41:10.000"
"TZMD","NEW","2015/04/29 21:34:01.000"
"TZPD","NEW","2015/05/26 17:03:15.000"
"TZTD","NEW","2015/05/19 15:06:25.000"
"TZUD","NEW","2015/05/26 23:11:35.000"
"TZYC","NEW","2015/01/01 09:43:26.000"
"UACE","NEW","2015/07/20 13:53:50.000"
"UAFE","NEW","2015/09/13 12:06:58.000"
"UAGE","NEW","2015/08/24 03:32:48.000"
"UAJE","NEW","2015/10/17 23:14:31.000"
"UAME","NEW","2015/11/15 22:53:00.000"
"UAUD","NEW","2015/06/16 09:45:11.000"
"UBAE","NEW","2015/07/23 11:39:53.000"
"UBDE","NEW","2015/08/24 14:45:33.000"
"UBFD","NEW","2015/01/22 09:25:50.000"
"VSJE","RELEASE","2015/11/21 06:07:53.000"
"VSKE","RELEASE","2015/11/06 05:32:00.000"
"VSMD","RELEASE","2015/05/07 05:34:51.000"
"VSRD","RELEASE","2015/08/31 05:33:01.000"
"VSVD","RELEASE","2015/09/02 05:47:22.000"
"VSYD","RELEASE","2015/07/02 05:33:05.000"
"VSZD","RELEASE","2015/09/25 05:49:00.000"
"VTEE","RELEASE","2015/08/15 08:35:16.000"
"VTFD","RELEASE","2015/05/05 16:57:49.000"
"VTID","RELEASE","2015/05/30 11:34:00.000"
"VTKD","RELEASE","2015/05/20 05:33:40.000"
"VTXD","RELEASE","2015/07/24 05:31:04.000"
"VUBD","RELEASE","2015/04/06 06:36:56.000"
"VUCD","RELEASE","2015/02/20 05:39:07.000"
"VUED","RELEASE","2015/04/25 05:35:28.000"
"VUJE","RELEASE","2015/09/20 22:49:46.000"
"VUKE","RELEASE","2015/10/08 05:38:46.000"
"VUND","RELEASE","2015/08/04 05:37:47.000"
"VUSD","RELEASE","2015/07/04 05:37:44.000"
"VUWD","RELEASE","2015/10/03 05:52:43.000"
"VUYC","RELEASE","2015/04/05 06:39:59.000"
"VVAE","RELEASE","2015/07/09 05:31:39.000"
"VVBD","RELEASE","2015/05/12 05:37:05.000"
"VVGE","RELEASE","2015/12/22 06:01:53.000"
"VVND","RELEASE","2015/08/10 05:31:47.000"
"VVPD","RELEASE","2015/06/09 05:36:13.000"
"VVSD","RELEASE","2015/10/12 05:36:01.000"
"VVWD","RELEASE","2015/08/21 05:37:55.000"
"VWBE","RELEASE","2015/12/14 05:39:58.000"
"VWCE","RELEASE","2015/11/18 06:00:32.000"
"VWJD","RELEASE","2015/07/07 05:36:46.000"
"VWKD","RELEASE","2015/04/27 05:30:57.000"
"VWTD","RELEASE","2015/08/18 05:40:47.000"
"VWXD","RELEASE","2015/10/01 05:59:03.000"
"VXBD","RELEASE","2015/04/06 05:34:53.000"
"VXCD","RELEASE","2015/03/31 05:38:21.000"
"VXFE","RELEASE","2015/10/10 05:51:37.000"
"VXND","RELEASE","2015/08/10 05:35:12.000"
"VXPD","RELEASE","2015/08/16 05:37:04.000"
"VXWD","RELEASE","2015/09/16 05:44:29.000"
"VXYC","RELEASE","2015/04/04 06:35:19.000"
"VYAD","RELEASE","2015/04/30 06:13:28.000"
"VYDD","RELEASE","2015/02/21 05:38:42.000"
"VYGD","RELEASE","2015/06/08 05:35:58.000"
"VYOD","RELEASE","2015/06/02 05:37:25.000"
"VYQD","RELEASE","2015/07/17 05:40:44.000"
"VYYD","RELEASE","2015/10/22 05:32:52.000"
"VZDD","RELEASE","2015/05/17 05:35:16.000"
"VZFE","RELEASE","2015/12/26 05:31:22.000"
"VZGD","RELEASE","2015/06/15 05:32:31.000"
"VZHD","RELEASE","2015/05/26 05:35:44.000"
"VZQD","RELEASE","2015/09/22 05:37:23.000"
"VZYD","RELEASE","2015/09/24 06:00:37.000"
"WABD","RELEASE","2015/03/25 05:33:31.000"
"WADD","RELEASE","2015/04/16 05:35:03.000"
"WAED","RELEASE","2015/06/10 05:37:04.000"
"WAFD","RELEASE","2015/05/29 05:32:40.000"
"WAID","RELEASE","2015/06/18 05:32:43.000"
"WAJE","RELEASE","2015/09/19 05:39:48.000"
"WAND","RELEASE","2015/07/05 05:31:00.000"
"WAPE","RELEASE","2015/11/22 22:50:27.000"
"WARD","RELEASE","2015/09/05 05:37:57.000"
"WAZD","RELEASE","2015/10/24 06:12:05.000"
"WBQD","RELEASE","2015/08/17 05:42:52.000"
"WBYD","RELEASE","2015/09/26 05:32:35.000"
"WCBE","RELEASE","2015/11/05 05:42:42.000"
"WCGE","RELEASE","2015/11/15 05:39:18.000"
"WDDD","RELEASE","2015/06/09 05:33:42.000"
"WDED","RELEASE","2015/01/31 05:35:47.000"
"WDFD","RELEASE","2015/04/14 06:34:06.000"
"WDGE","RELEASE","2015/11/26 06:00:57.000"
"WDUD","RELEASE","2015/06/20 22:47:38.000"
"WDWD","RELEASE","2015/11/23 05:39:34.000"
"WDZD","RELEASE","2015/11/19 05:47:01.000"
"WECE","RELEASE","2015/08/06 05:30:52.000"
"WEJD","RELEASE","2015/06/16 05:32:50.000"
"WEME","RELEASE","2015/11/29 05:31:57.000"
"WEYD","RELEASE","2015/09/15 05:54:35.000"
"WFBD","RELEASE","2015/05/30 05:40:49.000"
"WFCE","RELEASE","2015/09/25 05:58:49.000"
"WFDD","RELEASE","2015/05/07 05:34:32.000"
"WFED","RELEASE","2015/03/08 05:35:25.000"
"WFID","RELEASE","2015/05/02 05:33:34.000"
"WFME","RELEASE","2015/10/21 23:53:18.000"
"WFND","RELEASE","2015/04/10 05:36:11.000"
"WFRD","RELEASE","2015/07/25 05:37:36.000"
"WFVD","RELEASE","2015/09/30 05:45:12.000"
"WFWD","RELEASE","2015/07/24 05:36:31.000"
"WFZD","RELEASE","2015/10/02 05:34:46.000"
"WGBE","RELEASE","2015/10/28 06:01:56.000"
"UBID","NEW","2015/02/12 08:00:57.000"
"UBJD","NEW","2015/03/23 01:00:01.000"
"UBKE","NEW","2015/09/28 22:49:32.000"
"UBMD","NEW","2015/03/22 08:31:30.000"
"UBXD","NEW","2015/07/12 13:17:13.000"
"UCBE","NEW","2015/08/12 20:43:07.000"
"UCED","NEW","2015/01/13 22:46:11.000"
"UCKD","NEW","2015/03/27 09:12:42.000"
"UCUD","NEW","2015/05/25 23:50:19.000"
"UCYD","NEW","2015/07/19 16:16:29.000"
"UDED","NEW","2015/02/13 09:35:40.000"
"UDGE","NEW","2015/08/19 14:40:01.000"
"UDME","NEW","2015/10/23 10:08:47.000"
"UDQD","NEW","2015/04/20 23:13:00.000"
"UDWD","NEW","2015/07/03 04:05:43.000"
"UDYD","NEW","2015/07/18 20:55:07.000"
"UEAE","NEW","2015/06/28 09:54:01.000"
"UECD","NEW","2015/01/26 22:47:08.000"
"UEDE","NEW","2015/07/23 13:35:55.000"
"UEKE","NEW","2015/09/18 08:28:32.000"
"UELD","NEW","2015/03/13 11:33:49.000"
"UEND","NEW","2015/04/03 02:53:45.000"
"UFAE","NEW","2015/08/01 13:23:51.000"
"UFDE","NEW","2015/07/25 21:13:03.000"
"UFEE","NEW","2015/08/12 10:50:02.000"
"UFKE","NEW","2015/09/20 16:07:07.000"
"UFLE","NEW","2015/11/11 12:23:08.000"
"UFPD","NEW","2015/04/10 23:54:52.000"
"UFQD","NEW","2015/05/17 11:29:20.000"
"UFUD","NEW","2015/06/25 01:16:00.000"
"UGBE","NEW","2015/08/12 21:53:22.000"
"UGFD","NEW","2015/01/25 10:28:55.000"
"UGJD","NEW","2015/03/23 13:57:27.000"
"UGRD","NEW","2015/05/02 14:50:04.000"
"UGSD","NEW","2015/06/14 04:29:03.000"
"UGXD","NEW","2015/07/11 21:40:11.000"
"UGZC","NEW","2015/01/02 00:23:16.000"
"UHDD","NEW","2015/02/12 14:34:51.000"
"UHKD","NEW","2015/03/27 16:25:23.000"
"UHLD","NEW","2015/04/17 01:32:02.000"
"UHZC","NEW","2015/01/02 09:39:21.000"
"UIAE","NEW","2015/06/28 20:03:45.000"
"UIFD","NEW","2015/02/24 22:10:07.000"
"UIGD","NEW","2015/02/10 03:16:35.000"
"UIHD","NEW","2015/02/10 11:45:51.000"
"UIJD","NEW","2015/03/02 09:59:19.000"
"UIKE","NEW","2015/10/04 04:13:21.000"
"UIMD","NEW","2015/03/20 08:47:52.000"
"UISD","NEW","2015/06/09 12:12:25.000"
"UIXD","NEW","2015/06/15 03:23:08.000"
"UJPD","NEW","2015/05/13 22:50:26.000"
"UJTD","NEW","2015/06/19 15:38:17.000"
"UKBD","NEW","2015/01/26 00:01:05.000"
"UKGD","NEW","2015/02/08 20:03:48.000"
"UKID","NEW","2015/03/19 15:04:26.000"
"UKJD","NEW","2015/03/23 22:05:13.000"
"UKMD","NEW","2015/03/24 06:36:30.000"
"UKPE","NEW","2015/12/19 19:55:20.000"
"UKRD","NEW","2015/05/26 15:59:39.000"
"UKTD","NEW","2015/05/18 21:26:30.000"
"ULHE","NEW","2015/09/08 07:45:29.000"
"ULIE","NEW","2015/09/16 10:39:23.000"
"ULJE","NEW","2015/10/12 10:04:34.000"
"ULOE","NEW","2015/11/21 21:35:03.000"
"ULPD","NEW","2015/05/14 21:32:55.000"
"UMCD","NEW","2015/01/27 03:14:30.000"
"UMHE","NEW","2015/10/03 14:17:20.000"
"UMIE","NEW","2015/10/06 11:28:37.000"
"UMND","NEW","2015/05/04 10:36:44.000"
"UNAE","NEW","2015/07/30 14:04:44.000"
"UNCE","NEW","2015/07/20 17:05:22.000"
"UNNE","NEW","2015/11/12 14:15:17.000"
"UNQD","NEW","2015/05/20 21:08:46.000"
"UNUD","NEW","2015/06/21 11:54:39.000"
"UNWD","NEW","2015/07/01 16:12:56.000"
"UNYD","NEW","2015/07/13 12:29:58.000"
"UOCD","NEW","2015/01/10 14:23:57.000"
"UOFD","NEW","2015/03/04 08:41:08.000"
"UOLD","NEW","2015/03/24 09:16:19.000"
"UOND","NEW","2015/04/02 13:39:45.000"
"UOOD","NEW","2015/04/07 11:54:09.000"
"UOZD","NEW","2015/07/28 22:22:41.000"
"UPDE","NEW","2015/08/10 09:40:01.000"
"UPPD","NEW","2015/05/24 00:04:19.000"
"UPTD","NEW","2015/05/25 15:50:22.000"
"UQCD","NEW","2015/01/28 21:37:15.000"
"UQFD","NEW","2015/02/19 16:41:00.000"
"UQGD","NEW","2015/02/11 09:42:36.000"
"UQHD","NEW","2015/03/12 23:16:17.000"
"UQJD","NEW","2015/04/02 12:05:09.000"
"UQKE","NEW","2015/11/02 22:15:46.000"
"UQLE","NEW","2015/10/16 09:40:24.000"
"UQND","NEW","2015/04/04 02:19:07.000"
"UQOD","NEW","2015/04/14 21:37:17.000"
"UQZD","NEW","2015/07/03 09:42:46.000"
"UREE","NEW","2015/09/01 13:06:35.000"
"URGD","NEW","2015/03/08 09:51:18.000"
"URHD","NEW","2015/02/18 08:39:33.000"
"URID","NEW","2015/03/22 09:38:02.000"
"WGDE","RELEASE","2015/10/14 05:38:25.000"
"WGFE","RELEASE","2015/08/18 06:00:09.000"
"WGLD","RELEASE","2015/09/10 05:41:40.000"
"WGNE","RELEASE","2015/12/15 05:52:19.000"
"WGPD","RELEASE","2015/06/28 05:30:58.000"
"WGQD","RELEASE","2015/06/28 05:34:19.000"
"WHJD","RELEASE","2015/03/23 05:34:54.000"
"WHMD","RELEASE","2015/04/25 22:48:28.000"
"WHTD","RELEASE","2015/07/02 05:40:18.000"
"WHYD","RELEASE","2015/06/28 05:43:40.000"
"WIGD","RELEASE","2015/05/06 05:34:16.000"
"WIJE","RELEASE","2015/10/10 05:41:28.000"
"WJAD","RELEASE","2015/12/07 05:57:06.000"
"WJDD","RELEASE","2015/01/13 22:48:50.000"
"WJDE","RELEASE","2015/11/09 05:32:11.000"
"WJED","RELEASE","2015/03/30 14:50:56.000"
"WJEE","RELEASE","2015/11/10 05:55:16.000"
"WJOD","RELEASE","2015/07/05 05:31:13.000"
"WJRD","RELEASE","2015/08/29 05:32:19.000"
"WJVD","RELEASE","2015/07/26 05:46:05.000"
"WJZC","RELEASE","2015/02/25 06:02:49.000"
"WKGD","RELEASE","2015/06/04 05:31:36.000"
"WKXD","RELEASE","2015/07/26 05:38:05.000"
"WLBD","RELEASE","2015/05/01 05:32:07.000"
"WLDD","RELEASE","2015/04/12 05:33:27.000"
"WLED","RELEASE","2015/05/12 05:32:59.000"
"WLND","RELEASE","2015/06/26 05:32:11.000"
"WLOD","RELEASE","2015/11/24 05:43:56.000"
"WNCD","RELEASE","2015/02/16 05:31:17.000"
"WNFD","RELEASE","2015/03/07 06:05:06.000"
"WNID","RELEASE","2015/05/10 05:38:09.000"
"WNUD","RELEASE","2015/06/22 05:32:57.000"
"WNWD","RELEASE","2015/10/13 05:48:07.000"
"WNZD","RELEASE","2015/07/22 05:36:36.000"
"WOAE","RELEASE","2015/09/29 05:34:24.000"
"WOBE","RELEASE","2015/11/08 05:34:29.000"
"WOGD","RELEASE","2015/05/16 05:34:41.000"
"WOHE","RELEASE","2016/01/05 05:45:39.000"
"WOKE","RELEASE","2015/10/30 04:54:06.000"
"WOLD","RELEASE","2015/05/10 05:33:15.000"
"WONE","RELEASE","2015/12/19 05:50:22.000"
"WOPD","RELEASE","2015/08/15 06:01:16.000"
"WPCE","RELEASE","2015/08/22 06:13:35.000"
"WPED","RELEASE","2015/05/22 05:36:00.000"
"WPFD","RELEASE","2015/04/26 05:33:46.000"
"WPND","RELEASE","2015/09/14 06:00:04.000"
"WPOD","RELEASE","2015/08/03 05:36:31.000"
"WPSD","RELEASE","2015/09/15 05:34:34.000"
"WPVD","RELEASE","2015/10/26 05:01:42.000"
"WQCE","RELEASE","2015/12/11 05:34:47.000"
"WQJD","RELEASE","2015/06/22 05:35:10.000"
"WQLD","RELEASE","2015/04/27 05:31:42.000"
"WQPD","RELEASE","2015/07/17 05:40:42.000"
"WQQD","RELEASE","2015/06/22 05:32:44.000"
"WQYD","RELEASE","2015/10/24 05:56:55.000"
"WRCE","RELEASE","2015/11/23 06:08:41.000"
"WREE","RELEASE","2015/12/04 05:36:43.000"
"WRJD","RELEASE","2015/05/28 05:36:19.000"
"WRPD","RELEASE","2015/07/29 05:43:36.000"
"WRQD","RELEASE","2015/09/03 05:43:47.000"
"WSAD","RELEASE","2015/05/04 16:55:47.000"
"WSJE","RELEASE","2015/10/29 06:36:57.000"
"WSKD","RELEASE","2015/07/09 05:33:41.000"
"WSND","RELEASE","2015/07/27 05:35:19.000"
"WSOD","RELEASE","2015/08/13 05:49:55.000"
"WSRD","RELEASE","2016/01/02 06:11:06.000"
"WSSD","RELEASE","2015/09/10 05:33:31.000"
"WTCE","RELEASE","2015/08/22 05:48:49.000"
"WTTD","RELEASE","2015/07/11 05:30:26.000"
"WUED","RELEASE","2015/05/23 05:31:37.000"
"WUFD","RELEASE","2015/06/28 05:33:47.000"
"WUID","RELEASE","2015/05/23 05:35:35.000"
"WUJE","RELEASE","2015/11/13 06:04:14.000"
"WUOD","RELEASE","2015/06/03 05:37:53.000"
"WUSD","RELEASE","2015/09/11 05:33:01.000"
"WUUD","RELEASE","2015/09/20 05:53:13.000"
"WUWD","RELEASE","2015/09/30 05:37:29.000"
"WUZD","RELEASE","2015/06/30 13:13:36.000"
"WVDD","RELEASE","2015/04/08 06:34:27.000"
"WVED","RELEASE","2015/03/16 06:13:02.000"
"WVGE","RELEASE","2015/11/04 04:38:46.000"
"WVSD","RELEASE","2015/08/07 05:32:28.000"
"WVUD","RELEASE","2015/09/29 05:33:24.000"
"WVVD","RELEASE","2015/08/25 05:35:50.000"
"WVWD","RELEASE","2015/10/05 05:43:12.000"
"WVZD","RELEASE","2015/09/25 05:58:25.000"
"WWBE","RELEASE","2015/09/06 05:36:04.000"
"WWFE","RELEASE","2015/11/26 05:30:22.000"
"WWJD","RELEASE","2015/06/27 05:36:46.000"
"WWTD","RELEASE","2015/07/29 05:32:32.000"
"BWDD","NEW","2015/01/18 12:23:14.000"
"BWGE","NEW","2015/09/29 16:43:09.000"
"BWHD","NEW","2015/02/13 11:17:24.000"
"BWLD","NEW","2015/03/14 23:37:42.000"
"BWWD","NEW","2015/06/07 09:10:58.000"
"BWZD","NEW","2015/07/07 07:54:28.000"
"BXDD","NEW","2015/02/12 15:08:27.000"
"BXDE","NEW","2015/09/01 02:37:09.000"
"BXGE","NEW","2015/09/26 04:28:33.000"
"BXJD","NEW","2015/03/04 18:36:36.000"
"BXKD","NEW","2015/03/18 09:44:13.000"
"BXLD","NEW","2015/03/17 10:32:28.000"
"BXLE","NEW","2015/11/10 18:46:54.000"
"BXZC","NEW","2015/01/08 10:31:04.000"
"BYAE","NEW","2015/08/08 14:40:00.000"
"BYCD","NEW","2015/01/31 05:04:51.000"
"BYID","NEW","2015/02/21 11:49:57.000"
"BYKE","NEW","2015/10/06 23:00:58.000"
"BYOD","NEW","2015/05/09 11:58:52.000"
"BYTD","NEW","2015/06/22 23:48:01.000"
"BZDE","NEW","2015/09/01 15:14:43.000"
"BZGE","NEW","2015/08/25 11:00:07.000"
"BZIE","NEW","2015/09/13 05:17:17.000"
"BZKD","NEW","2015/04/05 17:59:22.000"
"BZLD","NEW","2015/03/24 08:47:49.000"
"BZLE","NEW","2015/11/12 11:27:53.000"
"BZOE","NEW","2015/12/26 22:51:00.000"
"CADD","NEW","2015/01/07 12:10:38.000"
"CAED","NEW","2015/01/14 14:54:13.000"
"CAFD","NEW","2015/02/27 02:05:01.000"
"CAID","NEW","2015/03/22 11:16:25.000"
"CAQD","NEW","2015/04/20 09:33:14.000"
"CAYD","NEW","2015/06/24 23:54:19.000"
"CBCD","NEW","2015/01/31 23:23:45.000"
"CBID","NEW","2015/02/13 14:49:42.000"
"CBJE","NEW","2015/09/22 09:28:36.000"
"CBLD","NEW","2015/04/05 12:06:04.000"
"CBMD","NEW","2015/03/15 14:54:04.000"
"CBME","NEW","2015/11/11 13:18:12.000"
"CBWD","NEW","2015/07/08 16:37:25.000"
"CBXD","NEW","2015/07/06 09:25:24.000"
"CCBD","NEW","2015/01/19 03:50:04.000"
"CCCE","NEW","2015/07/21 20:52:31.000"
"CCYD","NEW","2015/07/21 14:02:45.000"
"CDGE","NEW","2015/08/26 21:31:46.000"
"CDLD","NEW","2015/04/04 13:48:46.000"
"CDND","NEW","2015/05/04 08:43:27.000"
